,Cluster ID,index,latitude,longitude,units
1490,1490,4614,37.7706028,-122.4427108,39.0
598,598,2417,37.7706111968,-122.183457166,51.0
2722,2722,5290,37.7707824707,-122.408325195,43.0
2166,2166,3018,37.7708129883,-122.442871094,39.0
1554,1554,40,37.77085495,-122.420463562,43.0
937,937,5997,37.770933,-122.420269,76.0
2566,2566,5079,37.7710108459,-122.40089111,27.0
2869,2869,6367,37.771326,-122.399012,236.0
1335,1335,4342,37.77145179,-122.1958279,61.0
2498,2498,5002,37.7715187073,-122.432815552,3.0
2626,2626,5158,37.7715530396,-122.424423218,14.0
2530,2530,5037,37.7715644836,-122.418800354,23.0
554,554,4682,37.77166692,-122.3985561,236.0
2342,2342,3893,37.77170731,-122.2634151,9.0
2502,2502,5006,37.7718582153,-122.421867371,1.0
2349,2349,3902,37.77190018,-122.2567978,39.0
2682,2682,5244,37.7719073743,-122.426976934,50.0
1972,1972,2044,37.7719078064,-122.4451828,43.0
2683,2683,5245,37.7722158283,-122.423435077,7.0
1437,1437,5600,37.772251,-122.43698,15.0
2588,2588,5107,37.7724990845,-122.408615112,3.0
2858,2858,6231,37.772607,-122.391359,150.0
581,581,2399,37.7728004456,-122.199417114,4.0
2691,2691,5255,37.7729219198,-122.403293699,55.0
1532,1532,5311,37.7729530334,-122.422447205,5.0
1279,1279,5492,37.772971,-122.427426,84.0
1965,1965,2026,37.7730331421,-122.20766449,43.0
2723,2723,5291,37.7730636597,-122.432029724,1.0
1286,1286,4532,37.77315903,-122.4283981,67.0
2606,2606,5127,37.7731933594,-122.402557373,43.0
2449,2449,4518,37.77334452,-122.4431267,20.0
902,902,2827,37.773395,-122.412788,135.0
168,168,1378,37.7733955383,-122.412788391,43.0
1287,1287,5493,37.77342,-122.427516,110.0
9,9,37,37.773536,-122.432243,43.0
1993,1993,2069,37.7736244202,-122.443313599,43.0
1381,1381,4684,37.77363759,-122.4125941,98.0
2686,2686,5249,37.7736930847,-122.409660339,62.0
2514,2514,5021,37.7737045288,-122.465667725,1.0
177,177,1417,37.7737503052,-122.412483215,43.0
2576,2576,5089,37.773765564,-122.438842773,8.0
358,358,4626,37.77378577,-122.4323014,20.0
182,182,5552,37.773878,-122.510081,14.0
2668,2668,5228,37.773891449,-122.421875,17.0
730,730,6413,37.773919,-121.900242,293.0
183,183,1441,37.7739334106,-122.509750366,43.0
1237,1237,5508,37.773954,-122.441003,158.0
2608,2608,5130,37.7739753723,-122.413391113,4.0
2554,2554,5063,37.774091363,-122.418877333,6.0
2708,2708,5273,37.7741775513,-122.412582397,43.0
1956,1956,2015,37.774380371,-122.203828543,43.0
2728,2728,5298,37.7744293213,-122.421112061,4.0
418,418,6252,37.774518,-122.441383,36.0
352,352,2150,37.7745475769,-122.275665283,52.0
174,174,1405,37.7745560557,-122.420765609,43.0
2747,2747,5589,37.774567,-122.424261,15.0
941,941,6232,37.774587,-122.420819,68.0
189,189,1473,37.7746047974,-122.424461365,43.0
1795,1795,1472,37.7746353149,-122.427238464,43.0
181,181,3524,37.7746613324,-122.510083169,85.0
1014,1014,5376,37.774673,-122.221252,68.0
2735,2735,5312,37.7747947723,-122.419830188,13.0
2508,2508,5014,37.7747955322,-122.402801514,1.0
1527,1527,5201,37.7749061584,-122.415916443,18.0
2680,2680,5241,37.7749633789,-122.425117493,43.0
2582,2582,5098,37.77502,-122.41246,2.0
187,187,1462,37.7752227783,-122.393432617,43.0
789,789,6245,37.775349,-122.39386,140.0
176,176,1414,37.7753715515,-122.414115906,43.0
714,714,6243,37.7754,-122.415774,136.0
1770,1770,1318,37.775611,-122.423431,43.0
1769,1769,1317,37.7756118774,-122.423431396,43.0
2561,2561,5073,37.775787,-122.409652,1.0
2316,2316,3733,37.775816,-122.42369,82.0
536,536,4674,37.7758452,-122.4232641,82.0
2417,2417,4376,37.7758524,-122.2236476,10.0
2796,2796,5873,37.775854,-122.423355,82.0
159,159,1329,37.7758636475,-122.41595459,43.0
2552,2552,5061,37.7759933472,-122.412506104,2.0
2522,2522,5029,37.7760446817,-122.42235817,4.0
2603,2603,5124,37.7760658264,-122.414077759,2.0
620,620,3769,37.776118,-122.429098,195.0
619,619,3530,37.7761258185,-122.428512499,51.0
2076,2076,2519,37.7761573792,-122.430900574,43.0
105,105,1009,37.7761802673,-122.201408386,4.0
2726,2726,5296,37.7762374878,-122.408950806,13.0
2602,2602,5123,37.776260376,-122.397102356,10.0
415,415,4701,37.77632172,-122.3927561,100.0
156,156,1313,37.7763252258,-122.412307739,43.0
1523,1523,5172,37.7763618529,-122.417661622,52.0
2894,2894,6541,37.77637,-122.258569,151.0
2528,2528,5035,37.7763824463,-122.44568634,13.0
2087,2087,2609,37.776386261,-122.41544342,107.0
2454,2454,4537,37.7764143,-122.4124644,10.0
2263,2263,3428,37.7764463425,-122.202387527,43.0
923,923,5977,37.776478,-122.412341,104.0
375,375,6437,37.776497,-122.411257,88.0
1486,1486,4591,37.77655721,-122.4152304,107.0
2545,2545,5053,37.7765844762,-122.417699173,9.0
2110,2110,2895,37.7767045051,-122.429495528,2.0
2632,2632,5170,37.7767474204,-122.42132552,43.0
2716,2716,5283,37.7767562866,-122.426025391,43.0
2842,2842,6145,37.776864,-121.967299,350.0
376,376,6432,37.776892,-122.410748,74.0
2615,2615,5143,37.7770271301,-122.395736694,43.0
2699,2699,5263,37.7770347595,-122.423881531,5.0
1506,1506,5301,37.7770957947,-122.419250488,50.0
2672,2672,5232,37.7770957947,-122.415100098,33.0
601,601,4712,37.77721677,-122.4115497,48.0
2507,2507,5013,37.7772483826,-122.422187805,1.0
1357,1357,5570,37.777294,-122.427343,15.0
1358,1358,3495,37.777326107,-122.42737256,120.0
2345,2345,3896,37.77738551,-122.2832876,26.0
2630,2630,5168,37.7775993347,-122.407539368,1.0
468,468,2278,37.7776090801,-122.406047657,50.0
377,377,2186,37.7776145935,-122.409393311,34.0
686,686,2548,37.7776459605,-122.408890799,49.0
175,175,1411,37.7777096629,-122.441804856,43.0
2695,2695,5259,37.7777197212,-122.418131009,19.0
2673,2673,5233,37.7777458727,-122.423323765,9.0
2185,2185,3116,37.7777709961,-122.440536499,43.0
378,378,3728,37.777918,-122.409426,34.0
2044,2044,2444,37.7779275924,-122.429409027,108.0
1485,1485,4574,37.77795522,-122.4291964,108.0
1426,1426,5500,37.777998,-122.431611,25.0
2692,2692,5256,37.7779998779,-122.423530579,4.0
1910,1910,1959,37.7780914307,-122.480735779,43.0
2704,2704,5269,37.7781677246,-122.425750732,17.0
1274,1274,3373,37.7782139182,-122.430724651,92.0
2560,2560,5071,37.7782478333,-122.423614502,3.0
199,199,1532,37.7783355713,-122.439819336,43.0
1106,1106,4365,37.77834702,-122.2174759,250.0
1969,1969,2033,37.7784080505,-122.404373169,43.0
192,192,1486,37.7784957886,-122.422958374,43.0
1007,1007,3000,37.7786698937,-122.290787771,113.0
1004,1004,5327,37.778698,-122.431327,92.0
2583,2583,5099,37.7787055969,-122.412635803,29.0
591,591,4669,37.77874355,-122.4095188,29.0
2697,2697,5261,37.7788884938,-122.422520444,8.0
2564,2564,5077,37.7789802551,-122.39175415,24.0
1531,1531,5222,37.7790145874,-122.409446716,2.0
345,345,6081,37.779025,-122.228616,36.0
2575,2575,5088,37.7790489197,-122.39717865,43.0
2715,2715,5282,37.7790718079,-122.410308838,43.0
1522,1522,5164,37.779094696,-122.413566589,83.0
2725,2725,5295,37.779132843,-122.403450012,43.0
1432,1432,4539,37.77913356,-122.4274426,105.0
2736,2736,5313,37.779250592,-122.403651774,2.0
900,900,3749,37.7793,-122.406493,140.0
1923,1923,1975,37.7793006897,-122.228088379,43.0
885,885,2803,37.7793142945,-122.41068989,72.0
180,180,1437,37.7793731689,-122.406257629,140.0
725,725,5679,37.779375,-122.392131,18.0
1507,1507,5054,37.7793769836,-122.493614197,2.0
2650,2650,5198,37.7793967724,-122.392165214,19.0
1041,1041,3043,37.7794021368,-122.432816774,255.0
990,990,2977,37.779416889,-122.431967854,101.0
1346,1346,4640,37.7794835,-122.4255568,192.0
2436,2436,4505,37.77951526,-122.4196041,10.0
2718,2718,5286,37.7796096802,-122.403381348,43.0
1374,1374,5408,37.779665,-122.276349,186.0
2594,2594,5115,37.7796669006,-122.405891418,1.0
1010,1010,4637,37.77973605,-122.4305743,106.0
2648,2648,5196,37.7797431946,-122.401359558,4.0
888,888,2807,37.7797546387,-122.43271637,32.0
1988,1988,2061,37.7797803283,-122.201108783,43.0
2343,2343,3894,37.77980794,-122.278486,54.0
940,940,2868,37.7798309326,-122.407798767,75.0
302,302,5980,37.779961,-122.40886,26.0
2652,2652,5200,37.780006,-122.390274,43.0
198,198,1528,37.7800521851,-122.462814331,17.0
334,334,4583,37.78006667,-122.4284512,98.0
930,930,3604,37.7800700068,-122.406821474,24.0
931,931,2858,37.7800750732,-122.407142639,106.0
982,982,5605,37.780089,-122.427774,104.0
2260,2260,3420,37.7801028639,-122.491254061,43.0
1511,1511,5093,37.7801208496,-122.404937744,3.0
1068,1068,5686,37.780154,-122.434765,52.0
1529,1529,5207,37.780155,-122.404121,42.0
2756,2756,5671,37.780158,-122.409698,278.0
303,303,5857,37.780202,-122.408589,24.0
2315,2315,3730,37.780269,-122.408654,24.0
2657,2657,5209,37.7802731842,-122.395704389,43.0
2512,2512,5019,37.7803898603,-122.453051358,17.0
161,161,1339,37.7804031372,-122.408599854,43.0
572,572,2387,37.7804222107,-122.407081604,30.0
863,863,2779,37.7805213928,-122.422386169,100.0
980,980,3859,37.78059,-122.409189,258.0
2797,2797,5874,37.780637,-122.407109,60.0
2168,2168,3038,37.7806486934,-122.431199402,43.0
901,901,3779,37.78065,-122.415997,63.0
886,886,3780,37.780653,-122.408307,76.0
2592,2592,5113,37.7807006836,-122.413269043,6.0
2089,2089,2643,37.7807235718,-122.401237488,257.0
1963,1963,2024,37.7807350159,-122.480804443,43.0
1019,1019,3019,37.7807720751,-122.429518998,561.0
826,826,2737,37.780872345,-122.45791626,150.0
322,322,4631,37.78088139,-122.4037936,206.0
2794,2794,5870,37.780885,-122.23307,62.0
1018,1018,3017,37.7809014916,-122.43215628,142.0
1483,1483,4550,37.78091309,-122.4014747,257.0
926,926,2854,37.780921936,-122.409164429,152.0
1551,1551,35,37.7809484303,-122.403692678,42.0
2527,2527,5034,37.7809486389,-122.402275085,20.0
2026,2026,2195,37.7809645236,-122.428051829,98.0
1326,1326,5506,37.780994,-122.413216,100.0
909,909,6434,37.781032,-122.412903,212.0
2232,2232,3318,37.7810369432,-122.222575843,43.0
2443,2443,4512,37.78104795,-122.412753,203.0
191,191,1483,37.7810707092,-122.450073242,6.0
801,801,5871,37.781088,-122.232063,84.0
2694,2694,5258,37.7811088562,-122.477592468,5.0
2439,2439,4508,37.78111656,-122.4349229,7.0
2598,2598,5119,37.7811546326,-122.401649475,43.0
2677,2677,5238,37.781166,-122.410194,9.0
2568,2568,5081,37.7811660767,-122.390693665,13.0
2642,2642,5190,37.7811777592,-122.456322312,43.0
1002,1002,4547,37.78121023,-122.4303817,68.0
2517,2517,5024,37.7813051641,-122.455633655,3.0
2744,2744,5370,37.781317,-122.489099,19.0
171,171,1394,37.7813301086,-122.412788391,43.0
195,195,1503,37.7813606262,-122.488815308,43.0
2597,2597,5118,37.7813835144,-122.401359558,8.0
2446,2446,4515,37.78138509,-122.4113761,19.0
2455,2455,4610,37.78141145,-122.4890687,19.0
93,93,950,37.7814788818,-122.233451843,66.0
2169,2169,3044,37.7815093994,-122.429916382,43.0
2854,2854,6227,37.781551,-122.416345,70.0
874,874,6134,37.781569,-122.423528,101.0
1085,1085,3101,37.7815971375,-122.434860229,211.0
158,158,1327,37.7816786617,-122.388485223,18.0
1467,1467,4281,37.78170236,-122.2332071,92.0
2740,2740,5317,37.781791687,-122.406105042,43.0
1231,1231,5479,37.781802,-122.403513,85.0
2741,2741,5318,37.781803,-122.407051,58.0
1524,1524,5310,37.7818031311,-122.415893555,10.0
2191,2191,3152,37.7818389237,-122.388589159,43.0
2833,2833,6072,37.781848,-122.233308,26.0
400,400,4709,37.78186315,-122.4289981,193.0
899,899,2822,37.7818677574,-122.414213642,174.0
2734,2734,5309,37.7818717957,-122.398788452,9.0
394,394,6372,37.781882,-122.430734,120.0
157,157,1319,37.7819006145,-122.430786341,10.0
92,92,945,37.7819137573,-122.23273468,3.0
2314,2314,3729,37.781934,-122.233628,92.0
1441,1441,3714,37.781959,-122.233291,26.0
2774,2774,5747,37.782008,-122.412651,90.0
816,816,4587,37.78202744,-122.402246,91.0
194,194,1498,37.782043457,-122.410987854,43.0
1309,1309,3425,37.7820472717,-122.39957428,147.0
2595,2595,5116,37.782054,-122.392837,43.0
1020,1020,4534,37.78210068,-122.4283676,193.0
2519,2519,5026,37.7821681648,-122.44839102,2.0
1227,1227,4530,37.78220749,-122.4023132,561.0
1775,1775,1363,37.7822113037,-122.433670044,43.0
314,314,6250,37.782235,-122.412262,108.0
1541,1541,14,37.7822734416,-122.233957797,8.0
185,185,1452,37.782295,-122.393646,45.0
155,155,1311,37.7823066711,-122.412635803,43.0
2290,2290,3591,37.7823143005,-122.423110962,43.0
463,463,2368,37.7823181152,-122.416107178,29.0
927,927,4658,37.78234552,-122.3967205,257.0
2738,2738,5315,37.7823562622,-122.414321899,11.0
2557,2557,5068,37.7823791504,-122.420166016,16.0
625,625,4650,37.7823809,-122.388449,108.0
2101,2101,2756,37.7824122459,-122.416671216,94.0
2616,2616,5147,37.7824249268,-122.409347534,7.0
2538,2538,5046,37.7824401855,-122.467308044,1.0
353,353,6483,37.782442,-122.282952,52.0
1489,1489,5730,37.782447,-122.41669,94.0
889,889,6473,37.782476,-122.412292,58.0
77,77,829,37.7824786305,-122.282968462,43.0
2255,2255,3398,37.7825510502,-122.416251451,43.0
2737,2737,5314,37.7826201171,-122.415002212,16.0
1774,1774,1335,37.7826499939,-122.412940979,43.0
1024,1024,4618,37.78268043,-122.4275459,183.0
820,820,5701,37.782727,-122.219819,20.0
153,153,1530,37.7827453613,-122.402610779,43.0
2104,2104,2815,37.7828063965,-122.411705017,82.0
2644,2644,5192,37.7828159183,-122.412315309,4.0
108,108,1050,37.7829024196,-122.230721042,43.0
462,462,4649,37.78293832,-122.4129955,175.0
2239,2239,3341,37.7829818726,-122.188713074,43.0
2590,2590,5111,37.7830351889,-122.407595962,3.0
1376,1376,5532,37.783036,-122.419468,202.0
778,778,5780,37.783061,-122.412001,133.0
504,504,4291,37.78306403,-122.2308958,35.0
1081,1081,5782,37.783072,-122.411774,82.0
946,946,4722,37.78310776,-122.4129486,113.0
1017,1017,5584,37.783155,-122.411262,55.0
1793,1793,1461,37.7831573486,-122.415527344,43.0
2618,2618,5149,37.7831726074,-122.407691956,2.0
316,316,4671,37.78319384,-122.4124585,51.0
723,723,2608,37.7832323313,-122.418373078,83.0
2619,2619,5150,37.783241272,-122.420478821,2.0
1806,1806,1520,37.783252,-122.413124,43.0
1805,1805,1519,37.7832527161,-122.413124084,43.0
905,905,6428,37.783344,-122.409726,178.0
315,315,5501,37.783385,-122.412492,41.0
2187,2187,3125,37.7834220976,-122.226515338,43.0
1779,1779,1373,37.783443,-122.418563,43.0
1595,1595,201,37.7834777832,-122.412864685,43.0
918,918,2846,37.7834854126,-122.388893127,177.0
2451,2451,4520,37.78351132,-122.4155531,31.0
1799,1799,1479,37.7835121155,-122.41368103,43.0
1788,1788,1429,37.7835617065,-122.413864136,43.0
2730,2730,5302,37.7836668491,-122.409218028,43.0
412,412,2220,37.7836952209,-122.411224365,67.0
318,318,2939,37.7837295532,-122.412261963,151.0
734,734,2623,37.7837399393,-122.422729656,121.0
2534,2534,5041,37.7838975191,-122.415902764,1.0
925,925,4707,37.78389888,-122.4203784,25.0
2587,2587,5105,37.7839012146,-122.408905029,2.0
916,916,6438,37.783926,-122.40922,134.0
961,961,4551,37.78396663,-122.4128258,73.0
2533,2533,5040,37.7840538025,-122.420639038,3.0
1813,1813,1537,37.7840538025,-122.41394043,43.0
806,806,2712,37.7840538025,-122.227378845,65.0
1493,1493,4638,37.78408697,-122.4114482,179.0
2882,2882,6433,37.7841,-122.411328,105.0
1804,1804,1493,37.7841529995,-122.411342338,43.0
1102,1102,4268,37.78416741,-122.2282292,42.0
2237,2237,3332,37.7842140198,-122.459465027,43.0
587,587,2407,37.7842597961,-122.415412903,38.0
890,890,4695,37.78427151,-122.4099885,105.0
2105,2105,2823,37.7843666077,-122.411499023,179.0
588,588,3499,37.7843669057,-122.417127192,43.0
2251,2251,3383,37.7844200134,-122.203109741,43.0
921,921,2849,37.78445,-122.41751,84.0
162,162,1343,37.7844657898,-122.414604187,43.0
2441,2441,4510,37.78446907,-122.4143926,40.0
840,840,2753,37.7844963074,-122.413452148,81.0
1810,1810,1527,37.7845001221,-122.410263062,43.0
2447,2447,4516,37.78451531,-122.4085646,102.0
667,667,4718,37.78456116,-122.4095688,81.0
2143,2143,2937,37.7846498787,-122.414239123,43.0
2574,2574,5087,37.7846946716,-122.40813446,4.0
2636,2636,5181,37.7847137451,-122.396873474,43.0
960,960,6009,37.784735,-122.413893,60.0
911,911,6247,37.784736,-122.414014,154.0
2627,2627,5165,37.7847480774,-122.409767151,43.0
841,841,4691,37.78475061,-122.4137586,42.0
1222,1222,3298,37.7847557068,-122.411437988,92.0
2440,2440,4509,37.78476513,-122.4141051,175.0
165,165,1358,37.7847940475,-122.413861603,43.0
668,668,6127,37.784839,-122.409386,56.0
76,76,823,37.7848879248,-122.283628955,43.0
186,186,1456,37.7849731445,-122.409690857,43.0
2851,2851,6199,37.784992,-122.282739,39.0
2021,2021,2149,37.7850112915,-122.41368866,29.0
1983,1983,2056,37.7850944549,-122.293043509,43.0
1080,1080,3147,37.7851259708,-122.433727384,103.0
2337,2337,3852,37.785243,-122.411188,52.0
2742,2742,5319,37.7853660583,-122.393356323,25.0
2135,2135,2925,37.785369873,-122.418434143,43.0
1151,1151,3193,37.7854042053,-122.222496033,100.0
950,950,4704,37.7854249,-122.4112128,52.0
2770,2770,5731,37.785427,-122.411206,53.0
1091,1091,5591,37.785446,-122.433147,51.0
160,160,1336,37.7854537964,-122.41342926,2.0
323,323,2098,37.7855987549,-122.41242218,101.0
317,317,2671,37.7856292725,-122.409049988,119.0
2503,2503,5007,37.7856407166,-122.394004822,3.0
882,882,2799,37.7856788635,-122.419380188,110.0
2563,2563,5076,37.7857160568,-122.435868457,3.0
443,443,2252,37.7857246399,-122.432182312,72.0
2646,2646,5194,37.7857322693,-122.391418457,49.0
964,964,4538,37.78574193,-122.4134616,20.0
2624,2624,5156,37.7857704163,-122.398872375,43.0
2649,2649,5197,37.7858200073,-122.44077301,43.0
2063,2063,2503,37.7858414501,-122.295721695,43.0
2666,2666,5226,37.7858734131,-122.393745422,43.0
1519,1519,5144,37.7860412598,-122.392654419,43.0
2819,2819,6007,37.786073,-122.39524,120.0
2531,2531,5038,37.7861099243,-122.414955139,1.0
2696,2696,5260,37.7861177176,-122.402272448,43.0
2573,2573,5086,37.7861862183,-122.40763092,3.0
2569,2569,5082,37.7862358093,-122.389068604,16.0
2570,2570,5083,37.7862773091,-122.393791303,10.0
2565,2565,5078,37.7864112854,-122.396369934,2.0
906,906,2832,37.786441803,-122.211540222,106.0
193,193,1494,37.7865791321,-122.412841797,43.0
1098,1098,4563,37.78659485,-122.4294339,34.0
2577,2577,5090,37.786605835,-122.399101257,18.0
2229,2229,3309,37.7867164612,-122.220146179,43.0
1909,1909,1958,37.7867849171,-122.405566201,43.0
188,188,1468,37.786853,-122.429489,43.0
1075,1075,4570,37.78686929,-122.4272313,245.0
2515,2515,5022,37.7868843079,-122.417434692,24.0
2518,2518,5025,37.7869033813,-122.390922546,24.0
2540,2540,5048,37.7870292664,-122.393638611,34.0
1067,1067,4663,37.78708489,-122.4259079,169.0
1057,1057,5619,37.787201,-122.424634,68.0
974,974,2953,37.7872085571,-122.418930054,64.0
2200,2200,3199,37.7873059362,-122.233654037,43.0
2189,2189,3142,37.787311554,-122.428924561,43.0
2685,2685,5248,37.7873488516,-122.396370247,49.0
2215,2215,3247,37.787368,-122.210472,43.0
2613,2613,5136,37.7874420583,-122.39281632,43.0
2611,2611,5134,37.7874565125,-122.401313782,11.0
2516,2516,5023,37.7876014709,-122.391914368,23.0
2228,2228,3307,37.7876472473,-122.220314026,43.0
1512,1512,5177,37.7876548767,-122.44090271,2.0
1238,1238,3322,37.7876777649,-122.448066711,152.0
1521,1521,5284,37.7877693176,-122.392944336,43.0
1518,1518,5304,37.7879295349,-122.420822144,4.0
2654,2654,5203,37.7880663425,-122.418065965,4.0
2505,2505,5009,37.7881393433,-122.392578125,6.0
1097,1097,3117,37.7881813049,-122.42641449,43.0
436,436,3677,37.788211,-122.241854,9.0
2231,2231,3312,37.7882178873,-122.218534425,43.0
1514,1514,5292,37.7882461548,-122.40322876,43.0
2506,2506,5010,37.7883415222,-122.389396667,2.0
2222,2222,3266,37.7885627747,-122.438568115,43.0
2707,2707,5272,37.7885645628,-122.414131165,2.0
2651,2651,5199,37.7886810303,-122.391853333,43.0
1973,1973,2046,37.7887115479,-122.218803406,43.0
2541,2541,5049,37.7888374329,-122.421272278,2.0
752,752,2641,37.78891325,-122.420401499,72.0
1108,1108,4527,37.78898621,-122.426796,564.0
2625,2625,5157,37.7891921997,-122.412231445,1.0
1096,1096,3135,37.7892990112,-122.237892151,43.0
2720,2720,5288,37.7893104553,-122.420913696,12.0
1170,1170,3230,37.7893257141,-122.223716736,43.0
2605,2605,5126,37.7894592285,-122.419723511,43.0
2637,2637,5182,37.7895202637,-122.412277222,5.0
2687,2687,5250,37.7895744145,-122.395489141,43.0
2713,2713,5279,37.7895927429,-122.422950745,31.0
2208,2208,3228,37.7896614075,-122.433197021,43.0
2113,2113,2899,37.7897224426,-122.414489746,43.0
478,478,6208,37.789752,-122.230669,4.0
2317,2317,3739,37.789893,-122.418984,63.0
2631,2631,5169,37.7899055481,-122.398956299,43.0
887,887,5999,37.789941,-122.418889,63.0
2579,2579,5092,37.789952606,-122.390913963,43.0
1143,1143,3192,37.7899665833,-122.232200623,43.0
1789,1789,1446,37.7899740636,-122.4189464,43.0
2712,2712,5278,37.7901382446,-122.432685852,43.0
2571,2571,5084,37.7901496887,-122.40586853,2.0
1509,1509,5075,37.790184,-122.421348,43.0
2610,2610,5133,37.7905426025,-122.3959198,43.0
1144,1144,3196,37.7909164429,-122.229866028,43.0
2629,2629,5167,37.791015625,-122.407699585,2.0
2452,2452,4521,37.7910546,-122.4169383,49.0
2739,2739,5316,37.791557312,-122.391670227,43.0
2158,2158,2989,37.7920951843,-122.246856689,43.0
2165,2165,3014,37.7921409607,-122.244430542,43.0
2600,2600,5121,37.7922554016,-122.401245117,5.0
1504,1504,5236,37.7923330665,-122.422584817,15.0
505,505,2319,37.7924804688,-122.226921082,1.0
1572,1572,77,37.792678833,-122.25340271,43.0
700,700,6464,37.79272,-122.253863,55.0
2703,2703,5268,37.7927780151,-122.419761658,43.0
1513,1513,5097,37.7929229736,-122.421730042,2.0
1430,1430,5598,37.7931,-122.408363,185.0
2233,2233,3320,37.7933540344,-122.205421448,43.0
1427,1427,4619,37.79335679,-122.4093671,98.0
530,530,2341,37.793510437,-122.21295166,4.0
2120,2120,2906,37.7939987183,-122.42036438,43.0
413,413,4247,37.79411957,-122.2386874,23.0
2134,2134,2924,37.7943903208,-122.404907048,43.0
2448,2448,4517,37.79455971,-122.4040228,83.0
2643,2643,5191,37.7948036194,-122.421173096,43.0
1526,1526,5215,37.7948979288,-122.422289774,5.0
1095,1095,3186,37.7950401306,-122.227668762,43.0
2137,2137,2927,37.7955517173,-122.411505282,43.0
2645,2645,5193,37.795670405,-122.424305454,43.0
1954,1954,2013,37.7957344055,-122.246887207,43.0
853,853,5843,37.795735,-122.266203,70.0
1571,1571,76,37.7957361192,-122.266730368,43.0
1406,1406,4621,37.79579842,-122.404996,105.0
767,767,4548,37.79582902,-122.4226769,204.0
1982,1982,2055,37.7958641052,-122.22819519,43.0
2295,2295,3606,37.7963852137,-122.411467731,43.0
2415,2415,4374,37.79640394,-122.2462598,21.0
1402,1402,3559,37.7966896445,-122.409040332,571.0
347,347,4307,37.79673326,-122.2567592,39.0
2550,2550,5059,37.7967888862,-122.403612882,43.0
1173,1173,4350,37.79680498,-122.2566485,40.0
482,482,5856,37.796808,-122.423544,22.0
1174,1174,5396,37.796827,-122.256752,80.0
1058,1058,3067,37.7969665527,-122.412322998,70.0
945,945,2874,37.7974700928,-122.241569519,30.0
1389,1389,3544,37.7975016832,-122.409495637,31.0
1661,1661,985,37.7975158691,-122.254394531,107.0
2273,2273,3477,37.7975959778,-122.248970032,43.0
1042,1042,3045,37.7976264954,-122.257202148,66.0
1051,1051,5541,37.797813,-122.410333,54.0
97,97,1035,37.7979774475,-122.26524353,68.0
2614,2614,5140,37.7980270386,-122.400093079,43.0
196,196,1507,37.798236,-122.406158,43.0
96,96,962,37.7983207703,-122.268989563,43.0
2818,2818,5996,37.798511,-122.401674,75.0
1201,1201,4596,37.79853208,-122.4467761,55.0
704,704,5998,37.798783,-122.401065,81.0
169,169,1381,37.7988099307,-122.401023209,43.0
2670,2670,5230,37.798824,-122.419265,43.0
2213,2213,3241,37.7988815308,-122.238807678,43.0
760,760,4312,37.79889762,-122.2569372,55.0
2623,2623,5155,37.799032554,-122.440902293,1.0
2705,2705,5270,37.799034,-122.440139,43.0
746,746,4293,37.79908517,-122.2641891,39.0
2874,2874,6385,37.799114,-122.25599,92.0
99,99,986,37.799282074,-122.239021301,4.0
2297,2297,3615,37.799448,-122.227773,2.0
1505,1505,5274,37.7996635437,-122.424613953,43.0
792,792,4305,37.79967364,-122.2134801,82.0
2593,2593,5114,37.7997283936,-122.43913269,1.0
479,479,4265,37.79989367,-122.2143401,9.0
1472,1472,5762,37.799907,-122.257061,143.0
2091,2091,2661,37.7999290824,-122.255241796,142.0
2296,2296,3609,37.8000289947,-122.288365737,45.0
774,774,4295,37.80006394,-122.220655,93.0
1179,1179,3242,37.8000980616,-122.240197286,218.0
775,775,6114,37.800179,-122.221385,174.0
2529,2529,5036,37.8003454953,-122.432464734,3.0
910,910,6078,37.800442,-122.274427,32.0
2693,2693,5257,37.8006820679,-122.4112854,43.0
95,95,958,37.8007164001,-122.220703125,43.0
2551,2551,5060,37.8007545471,-122.423561096,4.0
1915,1915,1965,37.8007545471,-122.245018005,43.0
1130,1130,4357,37.80088425,-122.2188644,30.0
110,110,1062,37.8008880615,-122.205726624,79.0
1984,1984,2057,37.801001966,-122.240230814,43.0
2119,2119,2905,37.801021,-122.40789,43.0
2132,2132,2921,37.8012466431,-122.277099609,43.0
716,716,4382,37.80176544,-122.2642136,79.0
1263,1263,4326,37.80178883,-122.2052899,19.0
1425,1425,3589,37.8018798828,-122.275550842,18.0
107,107,1028,37.8018875122,-122.264274597,43.0
363,363,2167,37.8019256592,-122.27494812,18.0
1196,1196,3268,37.8020104766,-122.267345265,315.0
512,512,6077,37.802053,-122.267604,119.0
1966,1966,2030,37.8021774292,-122.441871643,43.0
33,33,101,37.8022894263,-122.262145802,43.0
763,763,5795,37.802306,-122.262085,195.0
1916,1916,1966,37.8023643494,-122.437026978,43.0
2100,2100,2744,37.8024188429,-122.270567939,108.0
1471,1471,4339,37.80246812,-122.2706689,102.0
1967,1967,2031,37.8025588989,-122.445091248,43.0
1908,1908,1957,37.8031082153,-122.265617371,43.0
891,891,4285,37.80318391,-122.2675172,81.0
101,101,993,37.8032226562,-122.26764679,43.0
4,4,15,37.8032295406,-122.265996113,26.0
1256,1256,3348,37.803241,-122.216728,50.0
311,311,4338,37.80340144,-122.2659082,130.0
894,894,4277,37.80343569,-122.2673594,106.0
612,612,5451,37.803569,-122.284866,126.0
